date,season,team,home/visitor,opponent,score,opponentScore,moneyLine,opponentMoneyLine,total,spread,secondHalfTotal
2016-03-11,2016,Minnesota,@,Oklahoma City,99,96,750,-1200,224,12,111.5
2016-03-11,2016,Sacramento,vs,Orlando,100,107,-115,-105,218,-1,108.5
2016-03-11,2016,Brooklyn,@,Philadelphia,89,95,-130,110,209,-2,107.5
2016-03-11,2016,Golden State,vs,Portland,128,112,-2000,1000,228.5,-14,112.5
2016-03-11,2016,Orlando,@,Sacramento,107,100,-105,-115,218,1,108.5
2016-03-11,2016,Washington,@,Utah,93,114,155,-175,196,4,95.5
2016-03-11,2016,Utah,vs,Washington,114,93,-175,155,196,-4,95.5
2016-03-12,2016,Memphis,@,Atlanta,83,95,1100,-2500,193,14.5,97
2016-03-12,2016,Houston,@,Charlotte,109,125,180,-210,215,5,107.5
2016-03-12,2016,Indiana,@,Dallas,112,105,105,-125,203,1.5,101.5
2016-03-12,2016,Washington,@,Denver,100,116,105,-125,212.5,1,104
2016-03-12,2016,Philadelphia,vs,Detroit,111,125,650,-1000,206,11.5,103.5
2016-03-12,2016,Phoenix,@,Golden State,116,123,2000,-9900,228.5,18.5,115.5
2016-03-12,2016,Charlotte,vs,Houston,125,109,-210,180,215,-5,107.5
2016-03-12,2016,Dallas,vs,Indiana,105,112,-125,105,203,-1.5,101.5
2016-03-12,2016,Atlanta,vs,Memphis,95,83,-2500,1100,193,-14.5,97
2016-03-12,2016,Toronto,vs,Miami,112,104,-250,210,202.5,-6,101
2016-03-12,2016,New Orleans,@,Milwaukee,92,103,230,-270,211,6.5,106.5
2016-03-12,2016,Milwaukee,vs,New Orleans,103,92,-270,230,211,-6.5,106.5
2016-03-12,2016,San Antonio,vs,Oklahoma City,93,85,-450,375,211.5,-9,106
2016-03-12,2016,Portland,vs,Orlando,121,84,-420,350,215,-8.5,106
2016-03-12,2016,Detroit,@,Philadelphia,125,111,-1000,650,206,-11.5,103.5
2016-03-12,2016,Golden State,vs,Phoenix,123,116,-9900,2000,228.5,-18.5,115.5
2016-03-12,2016,Orlando,@,Portland,84,121,350,-420,215,8.5,106
2016-03-12,2016,Oklahoma City,@,San Antonio,85,93,375,-450,211.5,9,106
2016-03-12,2016,Miami,@,Toronto,104,112,210,-250,202.5,6,101
2016-03-12,2016,Denver,vs,Washington,116,100,-125,105,212.5,-1,104
2016-03-13,2016,Indiana,@,Atlanta,75,104,195,-230,198,5,98
2016-03-13,2016,Milwaukee,@,Brooklyn,109,100,-125,105,208.5,-1.5,104.5
2016-03-13,2016,LA Clippers,vs,Cleveland,90,114,120,-140,207,2,102.5
2016-03-13,2016,Atlanta,vs,Indiana,104,75,-230,195,198,-5,98
2016-03-13,2016,Cleveland,@,LA Clippers,114,90,-140,120,207,-2,102.5
2016-03-13,2016,New York,@,LA Lakers,90,87,-120,100,210,-1.5,104.5
2016-03-13,2016,Brooklyn,vs,Milwaukee,100,109,105,-125,208.5,1.5,104.5
2016-03-13,2016,LA Lakers,vs,New York,87,90,100,-120,210,1.5,104.5
2016-03-13,2016,Utah,@,Sacramento,108,99,-110,-110,207.5,0,108
2016-03-13,2016,Sacramento,vs,Utah,99,108,-110,-110,207.5,0,108
2016-03-14,2016,Dallas,@,Charlotte,107,96,200,-240,209,5.5,103
2016-03-14,2016,Toronto,vs,Chicago,107,109,-550,425,206,-9.5,104
2016-03-14,2016,Utah,vs,Cleveland,94,85,250,-300,193,7,96
2016-03-14,2016,Charlotte,vs,Dallas,96,107,-240,200,209,-5.5,103
2016-03-14,2016,Miami,vs,Denver,124,119,-310,260,209,-7,104
2016-03-14,2016,Washington,vs,Detroit,124,81,-130,110,210.5,-2,104
2016-03-14,2016,New Orleans,@,Golden State,107,125,1600,-6000,231.5,16,114
2016-03-14,2016,Memphis,@,Houston,81,130,700,-1100,207.5,12,102
2016-03-14,2016,Houston,vs,Memphis,130,81,-1100,700,207.5,-12,102
2016-03-14,2016,Denver,@,Miami,119,124,260,-310,209,7,104
2016-03-14,2016,Phoenix,vs,Minnesota,107,104,-105,-115,222.5,1,112
2016-03-14,2016,Golden State,vs,New Orleans,125,107,-6000,1600,231.5,-16,114
2016-03-14,2016,Portland,@,Oklahoma City,94,128,280,-340,217,7.5,105.5
2016-03-14,2016,Minnesota,@,Phoenix,104,107,-115,-105,222.5,-1,112
2016-03-14,2016,Oklahoma City,vs,Portland,128,94,-340,280,217,-7.5,105.5
2016-03-14,2016,Chicago,@,Toronto,109,107,425,-550,206,9.5,104
2016-03-14,2016,Cleveland,@,Utah,85,94,-300,250,193,-7,96
2016-03-14,2016,Detroit,@,Washington,81,124,110,-130,210.5,2,104
2016-03-15,2016,Indiana,vs,Boston,103,98,-140,120,209.5,-2.5,108.5
2016-03-15,2016,Philadelphia,@,Brooklyn,114,131,270,-330,212.5,7,108.5
2016-03-15,2016,Orlando,vs,Denver,116,110,-165,145,215,-3.5,106
2016-03-15,2016,Boston,@,Indiana,98,103,120,-140,209.5,2.5,108.5
2016-03-15,2016,San Antonio,vs,LA Clippers,108,87,-550,425,201,-9.5,100
2016-03-15,2016,Sacramento,@,LA Lakers,106,98,-200,175,220,-5,108
2016-03-15,2016,Toronto,@,Milwaukee,107,89,100,-120,205.5,1,100
2016-03-15,2016,Denver,@,Orlando,110,116,145,-165,215,3.5,106
2016-03-15,2016,Brooklyn,vs,Philadelphia,131,114,-330,270,212.5,-7,108.5
2016-03-15,2016,LA Lakers,vs,Sacramento,98,106,175,-200,220,5,108
2016-03-15,2016,LA Clippers,@,San Antonio,87,108,425,-550,201,9.5,100
2016-03-15,2016,Milwaukee,vs,Toronto,89,107,-120,100,205.5,-1,100
2016-03-16,2016,Detroit,vs,Atlanta,114,118,-110,-110,199,0,103.5
2016-03-16,2016,Oklahoma City,@,Boston,130,109,-210,180,220,-5,108
2016-03-16,2016,Orlando,@,Charlotte,99,107,450,-600,212,10,102
2016-03-16,2016,Washington,vs,Chicago,117,96,-215,185,213,-5,106
2016-03-16,2016,Dallas,@,Cleveland,98,99,200,-240,207,5.5,102.5
2016-03-16,2016,Cleveland,vs,Dallas,99,98,-240,200,207,-5.5,102.5
2016-03-16,2016,Atlanta,@,Detroit,118,114,-110,-110,199,0,103.5
2016-03-16,2016,New York,@,Golden State,85,121,1200,-3000,220,15.5,107
2016-03-16,2016,LA Clippers,@,Houston,122,106,150,-170,217,3.5,109
2016-03-16,2016,Houston,vs,LA Clippers,106,122,-170,150,217,-3.5,109
2016-03-16,2016,Minnesota,@,Memphis,114,108,-165,145,207.5,-3.5,105.5
2016-03-16,2016,Memphis,vs,Minnesota,108,114,145,-165,207.5,3.5,105.5
2016-03-16,2016,Sacramento,vs,New Orleans,108,123,-160,140,223.5,-3.5,111
2016-03-16,2016,Golden State,vs,New York,121,85,-3000,1200,220,-15.5,107
2016-03-16,2016,Boston,vs,Oklahoma City,109,130,180,-210,220,5,108
2016-03-16,2016,Charlotte,vs,Orlando,107,99,-600,450,212,-10,102
2016-03-16,2016,New Orleans,@,Sacramento,123,108,140,-160,223.5,3.5,111
2016-03-16,2016,Chicago,@,Washington,96,117,185,-215,213,5,106
2016-03-17,2016,Denver,@,Atlanta,98,116,300,-360,210,8,104.5
2016-03-17,2016,Chicago,vs,Brooklyn,118,102,-310,260,213,-7,106.5
2016-03-17,2016,Miami,vs,Charlotte,106,109,-185,165,208,-4.5,103.5
2016-03-17,2016,Brooklyn,@,Chicago,102,118,260,-310,213,7,106.5
2016-03-17,2016,Atlanta,vs,Denver,116,98,-360,300,210,-8,104.5
2016-03-17,2016,Toronto,@,Indiana,101,94,105,-125,204,1.5,101.5
2016-03-17,2016,Milwaukee,vs,Memphis,96,86,-750,525,201,-11,100
2016-03-17,2016,Charlotte,@,Miami,109,106,165,-185,208,4.5,103.5
2016-03-17,2016,Memphis,@,Milwaukee,86,96,525,-750,201,11,100
2016-03-17,2016,Washington,@,Philadelphia,99,94,-450,375,215,-8.5,103.5
2016-03-17,2016,Utah,vs,Phoenix,103,69,-500,400,198.5,-9,99.5
2016-03-17,2016,San Antonio,vs,Portland,118,110,-950,625,205,-11.5,103
2016-03-17,2016,Portland,@,San Antonio,110,118,625,-950,205,11.5,103
2016-03-17,2016,Indiana,vs,Toronto,94,101,-125,105,204,-1.5,101.5
2016-03-17,2016,Phoenix,@,Utah,69,103,400,-500,198.5,9,99.5
2016-03-17,2016,Philadelphia,vs,Washington,94,99,375,-450,215,8.5,103.5
2016-03-18,2016,Toronto,vs,Boston,105,91,-121,101,207.5,-1.5,107
2016-03-18,2016,Orlando,vs,Cleveland,103,109,460,-600,211,10,104
2016-03-18,2016,Golden State,@,Dallas,130,112,-485,385,226.5,-9,114
2016-03-18,2016,Sacramento,@,Detroit,108,115,250,-310,218.5,7,107.5
2016-03-18,2016,Dallas,vs,Golden State,112,130,385,-485,226.5,9,114
2016-03-18,2016,Minnesota,@,Houston,111,116,375,-470,222,9,110.5
2016-03-18,2016,Phoenix,@,LA Lakers,95,90,155,-175,214,4,108
2016-03-18,2016,Houston,vs,Minnesota,116,111,-470,375,222,-9,110.5
2016-03-18,2016,Portland,@,New Orleans,117,112,-140,120,220,-2.5,109.5
2016-03-18,2016,Philadelphia,vs,Oklahoma City,97,111,1500,-3500,220,15.5,106
2016-03-18,2016,Cleveland,@,Orlando,109,103,-600,460,211,-10,104
2016-03-18,2016,Oklahoma City,@,Philadelphia,111,97,-3500,1500,220,-15.5,106
2016-03-18,2016,LA Lakers,vs,Phoenix,90,95,-175,155,214,-4,108
2016-03-18,2016,New Orleans,vs,Portland,112,117,120,-140,220,2.5,109.5
2016-03-18,2016,Detroit,vs,Sacramento,115,108,-310,250,218.5,-7,107.5
2016-03-18,2016,Boston,@,Toronto,91,105,101,-121,207.5,1.5,107
2016-03-19,2016,Houston,@,Atlanta,97,109,240,-280,215,6.5,107.5
2016-03-19,2016,Detroit,vs,Brooklyn,115,103,-400,330,210.5,-8.5,108.5
2016-03-19,2016,Denver,@,Charlotte,101,93,380,-460,213.5,9,104.5
2016-03-19,2016,Utah,@,Chicago,85,92,-105,-115,195,1,101.5
2016-03-19,2016,Miami,vs,Cleveland,122,101,150,-170,206,4,100.5
2016-03-19,2016,Charlotte,vs,Denver,93,101,-460,380,213.5,-9,104.5
2016-03-19,2016,Brooklyn,@,Detroit,103,115,330,-400,210.5,8.5,108.5
2016-03-19,2016,San Antonio,vs,Golden State,87,79,-190,170,220.5,-5,107.5
2016-03-19,2016,Atlanta,vs,Houston,109,97,-280,240,215,-6.5,107.5
2016-03-19,2016,Oklahoma City,@,Indiana,115,111,-150,130,210.5,-3,104
2016-03-19,2016,Memphis,vs,LA Clippers,113,102,375,-450,198.5,9,98
2016-03-19,2016,LA Clippers,@,Memphis,102,113,-450,375,198.5,-9,98
2016-03-19,2016,Cleveland,@,Miami,101,122,-170,150,206,-4,100.5
2016-03-19,2016,Washington,vs,New York,99,89,-380,320,207,-8,100.5
2016-03-19,2016,Indiana,vs,Oklahoma City,111,115,130,-150,210.5,3,104
2016-03-19,2016,Golden State,@,San Antonio,79,87,170,-190,220.5,5,107.5
2016-03-19,2016,Chicago,vs,Utah,92,85,-115,-105,195,-1,101.5
2016-03-19,2016,New York,@,Washington,89,99,320,-380,207,8,100.5
2016-03-20,2016,Philadelphia,vs,Boston,105,120,600,-900,213.5,11.5,110
2016-03-20,2016,Portland,@,Dallas,120,132,-125,105,214.5,-1.5,108.5
2016-03-20,2016,New Orleans,vs,LA Clippers,109,105,430,-550,209,10,104
2016-03-20,2016,Utah,@,Milwaukee,94,85,-115,-105,191,-1,101
2016-03-20,2016,LA Clippers,@,New Orleans,105,109,-550,430,209,-10,104
2016-03-20,2016,Sacramento,@,New York,88,80,-205,175,212.5,-5,105.5
2016-03-20,2016,Toronto,vs,Orlando,105,100,-450,355,209.5,-9,104.5
2016-03-20,2016,Boston,@,Philadelphia,120,105,-900,600,213.5,-11.5,110
2016-03-20,2016,Dallas,vs,Portland,132,120,105,-125,214.5,1.5,108.5
2016-03-20,2016,New York,vs,Sacramento,80,88,175,-205,212.5,5,105.5
2016-03-20,2016,Orlando,@,Toronto,100,105,355,-450,209.5,9,104.5
2016-03-20,2016,Milwaukee,vs,Utah,85,94,-105,-115,191,1,101
2016-03-21,2016,Washington,@,Atlanta,117,102,260,-310,208.5,7,105.5
2016-03-21,2016,Orlando,@,Boston,96,107,330,-400,217,9,106.5
2016-03-21,2016,San Antonio,@,Charlotte,88,91,-250,210,196,-6,101.5
2016-03-21,2016,Sacramento,@,Chicago,102,109,320,-380,220,8,107
2016-03-21,2016,Denver,@,Cleveland,91,124,650,-1000,212,11.5,103.5
2016-03-21,2016,Cleveland,vs,Denver,124,91,-1000,650,212,-11.5,103.5
2016-03-21,2016,Milwaukee,@,Detroit,91,92,280,-340,207,7.5,102
2016-03-21,2016,Minnesota,vs,Golden State,104,109,800,-1400,232.5,12,113
2016-03-21,2016,Philadelphia,@,Indiana,75,91,1300,-3500,210.5,15.5,104
2016-03-21,2016,Phoenix,vs,Memphis,97,103,125,-145,202,2.5,104
2016-03-21,2016,Detroit,vs,Milwaukee,92,91,-340,280,207,-7.5,102
2016-03-21,2016,Golden State,@,Minnesota,109,104,-1400,800,232.5,-12,113
2016-03-21,2016,Boston,vs,Orlando,107,96,-400,330,217,-9,106.5
2016-03-21,2016,Indiana,vs,Philadelphia,91,75,-3500,1300,210.5,-15.5,104
2016-03-21,2016,Memphis,@,Phoenix,103,97,-145,125,202,-2.5,104
2016-03-21,2016,Chicago,vs,Sacramento,109,102,-380,320,220,-8,107
2016-03-21,2016,Charlotte,vs,San Antonio,91,88,210,-250,196,6,101.5
2016-03-21,2016,Atlanta,vs,Washington,102,117,-310,260,208.5,-7,105.5
2016-03-22,2016,Charlotte,@,Brooklyn,105,100,-250,210,207,-6,100.5
2016-03-22,2016,Brooklyn,vs,Charlotte,100,105,210,-250,207,6,100.5
2016-03-22,2016,Oklahoma City,vs,Houston,111,107,-500,400,226,-9,112
2016-03-22,2016,Memphis,@,LA Lakers,100,107,-160,140,202.5,-3,106.5
2016-03-22,2016,LA Lakers,vs,Memphis,107,100,140,-160,202.5,3,106.5
2016-03-22,2016,New Orleans,vs,Miami,99,113,400,-525,209.5,9.5,102.5
2016-03-22,2016,Miami,@,New Orleans,113,99,-525,400,209.5,-9.5,102.5
2016-03-22,2016,Houston,@,Oklahoma City,107,111,400,-500,226,9,112
2016-03-23,2016,Washington,vs,Atlanta,101,122,-120,100,207.5,-1,108
2016-03-23,2016,Toronto,@,Boston,79,91,150,-170,205.5,4,102.5
2016-03-23,2016,New York,@,Chicago,115,107,375,-450,202,9,99
2016-03-23,2016,Milwaukee,@,Cleveland,104,113,600,-900,207,11.5,104
2016-03-23,2016,Portland,vs,Dallas,109,103,-280,240,214,-6.5,107
2016-03-23,2016,Philadelphia,@,Denver,103,104,350,-420,213.5,8.5,105
2016-03-23,2016,Orlando,@,Detroit,102,118,220,-260,205,6,101.5
2016-03-23,2016,LA Clippers,@,Golden State,98,114,450,-600,223,10,110
2016-03-23,2016,Utah,@,Houston,89,87,110,-130,201,2,104
2016-03-23,2016,Golden State,vs,LA Clippers,114,98,-600,450,223,-10,110
2016-03-23,2016,Phoenix,vs,LA Lakers,119,107,-210,180,215,-5.5,107.5
2016-03-23,2016,San Antonio,vs,Miami,112,88,-800,550,196,-11,97.5
2016-03-23,2016,Cleveland,vs,Milwaukee,113,104,-900,600,207,-11.5,104
2016-03-23,2016,Sacramento,@,Minnesota,104,113,150,-170,221.5,3.5,108
2016-03-23,2016,Chicago,vs,New York,107,115,-450,375,202,-9,99
2016-03-23,2016,Detroit,vs,Orlando,118,102,-260,220,205,-6,101.5
2016-03-23,2016,Denver,vs,Philadelphia,104,103,-420,350,213.5,-8.5,105
2016-03-23,2016,LA Lakers,@,Phoenix,107,119,180,-210,215,5.5,107.5
2016-03-23,2016,Dallas,@,Portland,103,109,240,-280,214,6.5,107
2016-03-23,2016,Minnesota,vs,Sacramento,113,104,-170,150,221.5,-3.5,108
2016-03-23,2016,Miami,@,San Antonio,88,112,550,-800,196,11,97.5
2016-03-23,2016,Boston,vs,Toronto,91,79,-170,150,205.5,-4,102.5
2016-03-23,2016,Houston,vs,Utah,87,89,-130,110,201,-2,104
2016-03-23,2016,Atlanta,@,Washington,122,101,100,-120,207.5,1,108
2016-03-24,2016,Cleveland,@,Brooklyn,95,104,-575,435,209.5,-9.5,104
2016-03-24,2016,New York,vs,Chicago,106,94,145,-165,204,3.5,103
2016-03-24,2016,Brooklyn,vs,Cleveland,104,95,435,-575,209.5,9.5,104
2016-03-24,2016,New Orleans,@,Indiana,84,92,1000,-2000,202.5,14,100
2016-03-24,2016,Portland,@,LA Clippers,94,96,205,-245,216,6,107
2016-03-24,2016,Indiana,vs,New Orleans,92,84,-2000,1000,202.5,-14,100
2016-03-24,2016,Chicago,@,New York,94,106,-165,145,204,-3.5,103
2016-03-24,2016,Utah,@,Oklahoma City,91,113,405,-525,199,9.5,103.5
2016-03-24,2016,LA Clippers,vs,Portland,96,94,-245,205,216,-6,107
2016-03-24,2016,Oklahoma City,vs,Utah,113,91,-525,405,199,-9.5,103.5
2016-03-25,2016,Milwaukee,@,Atlanta,90,101,400,-500,201.5,9.5,99
2016-03-25,2016,Detroit,vs,Charlotte,112,105,-125,105,205.5,-1.5,101.5
2016-03-25,2016,Golden State,vs,Dallas,128,120,-6000,1600,221,-16.5,108.5
2016-03-25,2016,LA Lakers,vs,Denver,105,116,150,-170,214,4,104
2016-03-25,2016,Charlotte,@,Detroit,105,112,105,-125,205.5,1.5,101.5
2016-03-25,2016,Dallas,@,Golden State,120,128,1600,-6000,221,16.5,108.5
2016-03-25,2016,Toronto,@,Houston,109,112,-120,100,211,-1,105.5
2016-03-25,2016,Denver,@,LA Lakers,116,105,-170,150,214,-4,104
2016-03-25,2016,San Antonio,vs,Memphis,110,104,-1700,925,190,-13,94.5
2016-03-25,2016,Orlando,@,Miami,97,108,500,-700,209.5,10,104
2016-03-25,2016,Atlanta,vs,Milwaukee,101,90,-500,400,201.5,-9.5,99
2016-03-25,2016,Washington,vs,Minnesota,129,132,-430,360,218,-9,107.5
2016-03-25,2016,Miami,vs,Orlando,108,97,-700,500,209.5,-10,104
2016-03-25,2016,Sacramento,vs,Phoenix,116,94,-350,290,223,-7.5,115.5
2016-03-25,2016,Phoenix,@,Sacramento,94,116,290,-350,223,7.5,115.5
2016-03-25,2016,Memphis,@,San Antonio,104,110,925,-1700,190,13,94.5
2016-03-25,2016,Houston,vs,Toronto,112,109,100,-120,211,1,105.5
2016-03-25,2016,Minnesota,@,Washington,132,129,360,-430,218,9,107.5
2016-03-26,2016,Detroit,vs,Atlanta,95,112,-130,110,207,-2,107.5
2016-03-26,2016,Phoenix,vs,Boston,99,102,350,-420,217,9,113.5
2016-03-26,2016,Indiana,@,Brooklyn,110,120,-240,200,205.5,-5.5,103.5
2016-03-26,2016,Milwaukee,vs,Charlotte,91,115,145,-165,201.5,3.5,98
2016-03-26,2016,Orlando,vs,Chicago,111,89,240,-280,209,6.5,104
2016-03-26,2016,New York,vs,Cleveland,93,107,360,-430,202,9,99
2016-03-26,2016,Atlanta,@,Detroit,112,95,110,-130,207,2,107.5
2016-03-26,2016,Brooklyn,vs,Indiana,120,110,200,-240,205.5,5.5,103.5
2016-03-26,2016,Charlotte,@,Milwaukee,115,91,-165,145,201.5,-3.5,98
2016-03-26,2016,Utah,@,Minnesota,93,84,-330,270,196,-8,102
2016-03-26,2016,Toronto,@,New Orleans,115,91,-800,550,200.5,-11,99
2016-03-26,2016,Cleveland,@,New York,107,93,-430,360,202,-9,99
2016-03-26,2016,San Antonio,@,Oklahoma City,92,111,650,-1000,207,12.5,107.5
2016-03-26,2016,Chicago,@,Orlando,89,111,-280,240,209,-6.5,104
2016-03-26,2016,Portland,vs,Philadelphia,108,105,-3000,1200,219.5,-15,111.5
2016-03-26,2016,Boston,@,Phoenix,102,99,-420,350,217,-9,113.5
2016-03-26,2016,Philadelphia,@,Portland,105,108,1200,-3000,219.5,15,111.5
2016-03-26,2016,Oklahoma City,vs,San Antonio,111,92,-1000,650,207,-12.5,107.5
2016-03-26,2016,New Orleans,vs,Toronto,91,115,550,-800,200.5,11,99
2016-03-26,2016,Minnesota,vs,Utah,84,93,270,-330,196,8,102
2016-03-27,2016,Sacramento,vs,Dallas,133,111,-135,115,217,-2,107.5
2016-03-27,2016,LA Clippers,vs,Denver,105,90,-420,350,208.5,-8.5,104
2016-03-27,2016,Philadelphia,@,Golden State,105,117,2000,-12000,225,21.5,111.5
2016-03-27,2016,Indiana,vs,Houston,104,101,-125,105,210.5,-1.5,105
2016-03-27,2016,Houston,@,Indiana,101,104,105,-125,210.5,1.5,105
2016-03-27,2016,Denver,@,LA Clippers,90,105,350,-420,208.5,8.5,104
2016-03-27,2016,Washington,@,LA Lakers,101,88,-420,350,212,-9,105
2016-03-27,2016,Golden State,vs,Philadelphia,117,105,-12000,2000,225,-21.5,111.5
2016-03-27,2016,Dallas,@,Sacramento,111,133,115,-135,217,2,107.5
2016-03-27,2016,LA Lakers,vs,Washington,88,101,350,-420,212,9,105
2016-03-28,2016,Chicago,vs,Atlanta,100,102,130,-150,206.5,3,108
2016-03-28,2016,LA Clippers,vs,Boston,114,90,-180,160,208,-4,108.5
2016-03-28,2016,Miami,vs,Brooklyn,110,99,-430,360,213,-8.5,106.5
2016-03-28,2016,Atlanta,@,Chicago,102,100,-150,130,206.5,-3,108
2016-03-28,2016,Denver,vs,Dallas,88,97,-130,110,212,-2,104.5
2016-03-28,2016,Dallas,@,Denver,97,88,110,-130,212,2,104.5
2016-03-28,2016,Boston,@,LA Clippers,90,114,160,-180,208,4,108.5
2016-03-28,2016,Utah,vs,LA Lakers,123,75,-1800,950,189.5,-13.5,93.5
2016-03-28,2016,San Antonio,@,Memphis,101,87,-210,180,193,-5.5,101
2016-03-28,2016,Brooklyn,@,Miami,99,110,360,-430,213,8.5,106.5
2016-03-28,2016,Phoenix,@,Minnesota,116,121,200,-240,219.5,6,114.5
2016-03-28,2016,New York,@,New Orleans,91,99,-200,175,202.5,-5.5,101.5
2016-03-28,2016,New Orleans,vs,New York,99,91,175,-200,202.5,5.5,101.5
2016-03-28,2016,Toronto,vs,Oklahoma City,100,119,130,-150,211.5,3,104.5
2016-03-28,2016,Minnesota,vs,Phoenix,121,116,-240,200,219.5,-6,114.5
2016-03-28,2016,Sacramento,@,Portland,93,105,850,-1500,220,13,108
2016-03-28,2016,Portland,vs,Sacramento,105,93,-1500,850,220,-13,108
2016-03-28,2016,Memphis,vs,San Antonio,87,101,180,-210,193,5.5,101
2016-03-28,2016,Oklahoma City,@,Toronto,119,100,-150,130,211.5,-3,104.5
2016-03-28,2016,LA Lakers,@,Utah,75,123,950,-1800,189.5,13.5,93.5
2016-03-29,2016,Orlando,vs,Brooklyn,139,105,-380,320,211.5,-8,109
2016-03-29,2016,Philadelphia,vs,Charlotte,85,100,650,-1000,210,11.5,103
2016-03-29,2016,Indiana,vs,Chicago,96,98,-240,200,204.5,-5.5,102
2016-03-29,2016,Houston,@,Cleveland,106,100,105,-125,212,1.5,104.5
2016-03-29,2016,Oklahoma City,@,Detroit,82,88,110,-130,214,2,105
2016-03-29,2016,Washington,@,Golden State,94,102,800,-1400,225.5,12.5,111
2016-03-29,2016,Cleveland,vs,Houston,100,106,-125,105,212,-1.5,104.5
2016-03-29,2016,Chicago,@,Indiana,98,96,200,-240,204.5,5.5,102
2016-03-29,2016,Detroit,vs,Oklahoma City,88,82,-130,110,214,-2,105
2016-03-29,2016,Brooklyn,@,Orlando,105,139,320,-380,211.5,8,109
2016-03-29,2016,Charlotte,@,Philadelphia,100,85,-1000,650,210,-11.5,103
2016-03-29,2016,Golden State,vs,Washington,102,94,-1400,800,225.5,-12.5,111
2016-03-30,2016,Toronto,vs,Atlanta,105,97,-125,105,201.5,-1.5,104.5
2016-03-30,2016,New York,@,Dallas,89,91,200,-240,199.5,6,99
2016-03-30,2016,Memphis,vs,Denver,105,109,-150,130,204.5,-3,101.5
2016-03-30,2016,Utah,vs,Golden State,96,103,175,-200,203,4.5,101.5
2016-03-30,2016,Minnesota,vs,LA Clippers,79,99,195,-230,212.5,6,103
2016-03-30,2016,Miami,@,LA Lakers,100,102,-800,550,208,-10.5,103
2016-03-30,2016,Denver,@,Memphis,109,105,130,-150,204.5,3,101.5
2016-03-30,2016,LA Lakers,vs,Miami,102,100,550,-800,208,10.5,103
2016-03-30,2016,Phoenix,@,Milwaukee,94,105,290,-350,211,7.5,108.5
2016-03-30,2016,LA Clippers,@,Minnesota,99,79,-230,195,212.5,-6,103
2016-03-30,2016,San Antonio,vs,New Orleans,100,92,-10000,2500,196.5,-19,97
2016-03-30,2016,Dallas,vs,New York,91,89,-240,200,199.5,-6,99
2016-03-30,2016,Milwaukee,vs,Phoenix,105,94,-350,290,211,-7.5,108.5
2016-03-30,2016,Washington,@,Sacramento,111,120,-125,105,218.5,-2,108
2016-03-30,2016,New Orleans,@,San Antonio,92,100,2500,-10000,196.5,19,97
2016-03-30,2016,Atlanta,@,Toronto,97,105,105,-125,201.5,1.5,104.5
2016-03-30,2016,Golden State,@,Utah,103,96,-200,175,203,-4.5,101.5
2016-03-30,2016,Sacramento,vs,Washington,120,111,105,-125,218.5,2,108
2016-03-31,2016,Portland,vs,Boston,116,109,-155,135,214,-2.5,112
2016-03-31,2016,Cleveland,vs,Brooklyn,107,87,-6000,1600,211.5,-17,107.5
2016-03-31,2016,Houston,vs,Chicago,100,103,-260,220,218,-6,109
2016-03-31,2016,Brooklyn,@,Cleveland,87,107,1600,-6000,211.5,17,107.5
2016-03-31,2016,New Orleans,vs,Denver,101,95,240,-280,206.5,7,102.5
2016-03-31,2016,Chicago,@,Houston,103,100,220,-260,218,6,109
2016-03-31,2016,Orlando,@,Indiana,114,94,200,-240,209.5,6,103.5
2016-03-31,2016,Oklahoma City,vs,LA Clippers,119,117,-4000,1400,209,-16.5,105
2016-03-31,2016,Denver,@,New Orleans,95,101,-280,240,206.5,-7,102.5
2016-03-31,2016,LA Clippers,@,Oklahoma City,117,119,1400,-4000,209,16.5,105
2016-03-31,2016,Indiana,vs,Orlando,94,114,-240,200,209.5,-6,103.5
2016-03-31,2016,Boston,@,Portland,109,116,135,-155,214,2.5,112
2016-04-01,2016,Cleveland,@,Atlanta,110,108,110,-130,206.5,2,102
2016-04-01,2016,Golden State,vs,Boston,106,109,-1000,650,221,-11.5,114
2016-04-01,2016,New York,vs,Brooklyn,105,91,-240,200,201,-6,103.5
2016-04-01,2016,Philadelphia,@,Charlotte,91,100,1000,-2000,209.5,13.5,103.5
2016-04-01,2016,Atlanta,vs,Cleveland,108,110,-130,110,206.5,-2,102
2016-04-01,2016,Detroit,vs,Dallas,89,98,-240,200,205,-6,102
2016-04-01,2016,Dallas,@,Detroit,98,89,200,-240,205,6,102
2016-04-01,2016,Boston,@,Golden State,109,106,650,-1000,221,11.5,114
2016-04-01,2016,Toronto,@,Memphis,99,95,-220,190,198,-5.5,99.5
2016-04-01,2016,Sacramento,vs,Miami,106,112,240,-280,211.5,6.5,103.5
2016-04-01,2016,Orlando,@,Milwaukee,110,113,120,-140,209,2.5,101.5
2016-04-01,2016,Utah,vs,Minnesota,98,85,-310,260,192.5,-7,95
2016-04-01,2016,Brooklyn,@,New York,91,105,200,-240,201,6,103.5
2016-04-01,2016,Milwaukee,vs,Orlando,113,110,-140,120,209,-2.5,101.5
2016-04-01,2016,Charlotte,vs,Philadelphia,100,91,-2000,1000,209.5,-13.5,103.5
2016-04-01,2016,Washington,@,Phoenix,106,99,-410,340,214,-8.5,107.5
